bodyPart,kor_bodyPart,equipment,kor_equipment,gifUrl,id,name,kor_name,target,kor_target
upper arms,팔 상부,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/1722.gif,1722,cable high pulley overhead tricep extension,케이블 하이 풀리 오버헤드 트라이셉 익스텐션,triceps,삼두근
back,등,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/0167.gif,167,cable high row (kneeling),케이블 하이 로 (닐링),upper back,등 상부
upper legs,다리 상부,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/0168.gif,168,cable hip adduction,케이블 히프 어덕션,adductors,내전근
chest,가슴,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/0169.gif,169,cable incline bench press,케이블 인클라인 벤치 프레스,pectorals,가슴
back,등,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/1318.gif,1318,cable incline bench row,케이블 인클라인 벤치 로,upper back,등 상부
chest,가슴,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/0171.gif,171,cable incline fly,케이블 인클라인 플라이,pectorals,가슴
chest,가슴,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/0170.gif,170,cable incline fly (on stability ball),케이블 인클라인 플라이 (온 스타빌리티 볼),pectorals,가슴
back,등,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/0172.gif,172,cable incline pushdown,케이블 인클라인 푸시다운,lats,광배
upper arms,팔 상부,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/0173.gif,173,cable incline triceps extension,케이블 인클라인 트리셉스 익스텐션,triceps,삼두근
waist,허리,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/0174.gif,174,cable judo flip,케이블 주도 플립,abs,복근
upper arms,팔 상부,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/0860.gif,860,cable kickback,케이블 킥백,triceps,삼두근
waist,허리,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/0175.gif,175,cable kneeling crunch,케이블 닐링 크런치,abs,복근
shoulders,어깨,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/3697.gif,3697,cable kneeling rear delt row (with rope) (male),케이블 닐링 리어 델트 로 (위드 로프) (메일),delts,삼각근
upper arms,팔 상부,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/0176.gif,176,cable kneeling triceps extension,케이블 닐링 트리셉스 익스텐션,triceps,삼두근
back,등,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/2330.gif,2330,cable lat pulldown full range of motion,케이블 랫 풀다운 풀 레인지 오브 모션,lats,광배
back,등,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/0177.gif,177,cable lateral pulldown (with rope attachment),케이블 라테랄 풀다운 (위드 로프 어태치먼트),lats,광배
back,등,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/2616.gif,2616,cable lateral pulldown with v-bar,케이블 라테랄 풀다운 위드 브이 바,lats,광배
shoulders,어깨,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/0178.gif,178,cable lateral raise,케이블 라테랄 라이즈,delts,삼각근
chest,가슴,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/0179.gif,179,cable low fly,케이블 로 플라이,pectorals,가슴
back,등,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/0180.gif,180,cable low seated row,케이블 로 시트 로,upper back,등 상부
upper arms,팔 상부,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/1634.gif,1634,cable lying bicep curl,케이블 라잉 비셉 컬,biceps,이두근
upper arms,팔 상부,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/0182.gif,182,cable lying close-grip curl,케이블 라잉 클로스 그립 컬,biceps,이두근
back,등,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/0184.gif,184,cable lying extension pullover (with rope attachment),케이블 라잉 익스텐션 풀오버 (위드 로프 어태치먼트),lats,광배
chest,가슴,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/0185.gif,185,cable lying fly,케이블 라잉 플라이,pectorals,가슴
upper arms,팔 상부,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/0186.gif,186,cable lying triceps extension v. 2,케이블 라잉 트리셉스 익스텐션 브이. 2,triceps,삼두근
chest,가슴,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/0188.gif,188,cable middle fly,케이블 미들 플라이,pectorals,가슴
back,등,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/0189.gif,189,cable one arm bent over row,케이블 원 암 벤트 오버 로,upper back,등 상부
upper arms,팔 상부,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/0190.gif,190,cable one arm curl,케이블 원 암 컬,biceps,이두근
chest,가슴,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/1262.gif,1262,cable one arm decline chest fly,케이블 원 암 데클린 체스트 플라이,pectorals,가슴
chest,가슴,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/1263.gif,1263,cable one arm fly on exercise ball,케이블 원 암 플라이 온 엑서사이즈 볼,pectorals,가슴
chest,가슴,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/1264.gif,1264,cable one arm incline fly on exercise ball,케이블 원 암 인클라인 플라이 온 엑서사이즈 볼,pectorals,가슴
chest,가슴,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/1265.gif,1265,cable one arm incline press,케이블 원 암 인클라인 프레스,pectorals,가슴
chest,가슴,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/1266.gif,1266,cable one arm incline press on exercise ball,케이블 원 암 인클라인 프레스 온 엑서사이즈 볼,pectorals,가슴
chest,가슴,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/0191.gif,191,cable one arm lateral bent-over,케이블 원 암 라테랄 벤트 오버,pectorals,가슴
shoulders,어깨,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/0192.gif,192,cable one arm lateral raise,케이블 원 암 라테랄 라이즈,delts,삼각근
upper arms,팔 상부,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/1633.gif,1633,cable one arm preacher curl,케이블 원 암 프리처 컬,biceps,이두근
chest,가슴,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/1267.gif,1267,cable one arm press on exercise ball,케이블 원 암 프레스 온 엑서사이즈 볼,pectorals,가슴
back,등,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/3563.gif,3563,cable one arm pulldown,케이블 원 암 풀다운,lats,광배
upper arms,팔 상부,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/1635.gif,1635,cable one arm reverse preacher curl,케이블 원 암 리버스 프리처 컬,biceps,이두근
back,등,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/0193.gif,193,cable one arm straight back high row (kneeling),케이블 원 암 스트레이트 백 하이 로 (닐링),upper back,등 상부
upper arms,팔 상부,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/1723.gif,1723,cable one arm tricep pushdown,케이블 원 암 트라이셉 푸시다운,triceps,삼두근
upper arms,팔 상부,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/1636.gif,1636,cable overhead curl,케이블 오버헤드 컬,biceps,이두근
upper arms,팔 상부,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/1637.gif,1637,cable overhead curl on exercise ball,케이블 오버헤드 컬 온 엑서사이즈 볼,biceps,이두근
upper arms,팔 상부,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/0194.gif,194,cable overhead triceps extension (rope attachment),케이블 오버헤드 트리셉스 익스텐션 (로프 어태치먼트),triceps,삼두근
back,등,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/1319.gif,1319,cable palm rotational row,케이블 팜 로테이션 로,upper back,등 상부
upper arms,팔 상부,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/0195.gif,195,cable preacher curl,케이블 프리처 컬,biceps,이두근
chest,가슴,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/1268.gif,1268,cable press on exercise ball,케이블 프레스 온 엑서사이즈 볼,pectorals,가슴
upper legs,다리 상부,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/0196.gif,196,cable pull through (with rope),케이블 풀 스루 (위드 로프),glutes,둔근
back,등,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/0198.gif,198,cable pulldown,케이블 풀다운,lats,광배
back,등,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/0197.gif,197,cable pulldown (pro lat bar),케이블 풀다운 (프로 랫 바),lats,광배
upper arms,팔 상부,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/1638.gif,1638,cable pulldown bicep curl,케이블 풀다운 비셉 컬,biceps,이두근
upper arms,팔 상부,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/0201.gif,201,cable pushdown,케이블 푸시다운,triceps,삼두근
back,등,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/0199.gif,199,cable pushdown (straight arm) v. 2,케이블 푸시다운 (스트레이트 암) 브이. 2,lats,광배
upper arms,팔 상부,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/0200.gif,200,cable pushdown (with rope attachment),케이블 푸시다운 (위드 로프 어태치먼트),triceps,삼두근
shoulders,어깨,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/0202.gif,202,cable rear delt row (stirrups),케이블 리어 델트 로 (스티럽스),delts,삼각근
shoulders,어깨,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/0203.gif,203,cable rear delt row (with rope),케이블 리어 델트 로 (위드 로프),delts,삼각근
upper arms,팔 상부,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/0204.gif,204,cable rear drive,케이블 리어 드라이브,triceps,삼두근
back,등,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/0205.gif,205,cable rear pulldown,케이블 리어 풀다운,lats,광배
waist,허리,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/0873.gif,873,cable reverse crunch,케이블 리버스 크런치,abs,복근
upper arms,팔 상부,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/0206.gif,206,cable reverse curl,케이블 리버스 컬,biceps,이두근
upper arms,팔 상부,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/2406.gif,2406,cable reverse grip triceps pushdown (sz-bar) (with arm blaster),케이블 리버스 그립 트리셉스 푸시다운 (에스에스 바) (위드 암 블라스터),triceps,삼두근
upper arms,팔 상부,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/1413.gif,1413,cable reverse one arm curl,케이블 리버스 원 암 컬,biceps,이두근
upper arms,팔 상부,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/0209.gif,209,cable reverse preacher curl,케이블 리버스 프리처 컬,biceps,이두근
lower arms,팔 하부,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/0210.gif,210,cable reverse wrist curl,케이블 리버스 리스트 컬,forearms,팔뚝
upper arms,팔 상부,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/0207.gif,207,cable reverse-grip pushdown,케이블 리버스 그립 푸시다운,triceps,삼두근
back,등,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/0208.gif,208,cable reverse-grip straight back seated high row,케이블 리버스 그립 스트레이트 백 시트 하이 로,upper back,등 상부
back,등,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/1320.gif,1320,cable rope crossover seated row,케이블 로프 크로서버 시트 로,upper back,등 상부
back,등,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/1321.gif,1321,cable rope elevated seated row,케이블 로프 엘리베이티드 시트 로,upper back,등 상부
back,등,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/1322.gif,1322,cable rope extension incline bench row,케이블 로프 익스텐션 인클라인 벤치 로,upper back,등 상부
upper arms,팔 상부,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/1639.gif,1639,cable rope hammer preacher curl,케이블 로프 해머 프리처 컬,biceps,이두근
upper arms,팔 상부,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/1724.gif,1724,cable rope high pulley overhead tricep extension,케이블 로프 하이 풀리 오버헤드 트라이셉 익스텐션,triceps,삼두근
upper arms,팔 상부,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/1725.gif,1725,cable rope incline tricep extension,케이블 로프 인클라인 트라이셉 익스텐션,triceps,삼두근
upper arms,팔 상부,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/1726.gif,1726,cable rope lying on floor tricep extension,케이블 로프 라잉 온 플로어 트라이셉 익스텐션,triceps,삼두근
upper arms,팔 상부,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/1640.gif,1640,cable rope one arm hammer preacher curl,케이블 로프 원 암 해머 프리처 컬,biceps,이두근
back,등,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/1323.gif,1323,cable rope seated row,케이블 로프 시트 로,upper back,등 상부
waist,허리,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/0211.gif,211,cable russian twists (on stability ball),케이블 러시안 트위스트 (온 스타빌리티 볼),abs,복근
chest,가슴,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/2144.gif,2144,cable seated chest press,케이블 시트 체스트 프레스,pectorals,가슴
waist,허리,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/0212.gif,212,cable seated crunch,케이블 시트 크런치,abs,복근
upper arms,팔 상부,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/1641.gif,1641,cable seated curl,케이블 시트 컬,biceps,이두근
back,등,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/0213.gif,213,cable seated high row (v-bar),케이블 시트 하이 로 (브이 바),lats,광배
back,등,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/0214.gif,214,cable seated one arm alternate row,케이블 시트 원 암 알터나이트 로,upper back,등 상부
upper arms,팔 상부,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/1642.gif,1642,cable seated one arm concentration curl,케이블 시트 원 암 콘센트레이션 컬,biceps,이두근
upper arms,팔 상부,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/1643.gif,1643,cable seated overhead curl,케이블 시트 오버헤드 컬,biceps,이두근
shoulders,어깨,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/0215.gif,215,cable seated rear lateral raise,케이블 시트 리어 라테랄 라이즈,delts,삼각근
back,등,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/0861.gif,861,cable seated row,케이블 시트 로,upper back,등 상부
shoulders,어깨,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/0216.gif,216,cable seated shoulder internal rotation,케이블 시트 숄더 인터널 로테이션,delts,삼각근
waist,허리,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/2399.gif,2399,cable seated twist,케이블 시트 트위스트,abs,복근
back,등,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/0218.gif,218,cable seated wide-grip row,케이블 시트 와이드 그립 로,upper back,등 상부
shoulders,어깨,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/0219.gif,219,cable shoulder press,케이블 숄더 프레스,delts,삼각근
back,등,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/0220.gif,220,cable shrug,케이블 슈러그,traps,승모근
waist,허리,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/0222.gif,222,cable side bend,케이블 사이드 벤드,abs,복근
waist,허리,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/0221.gif,221,cable side bend crunch (bosu ball),케이블 사이드 벤드 크런치 (보수 볼),abs,복근
waist,허리,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/0223.gif,223,cable side crunch,케이블 사이드 크런치,abs,복근
back,등,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/1717.gif,1717,cable squat row (with rope attachment),케이블 스쾃 로 (위드 로프 어태치먼트),lats,광배
upper arms,팔 상부,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/1644.gif,1644,cable squatting curl,케이블 스쿼팅 컬,biceps,이두근
lower arms,팔 하부,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/0224.gif,224,cable standing back wrist curl,케이블 스탠딩 백 리스트 컬,forearms,팔뚝
lower legs,다리 하부,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/1375.gif,1375,cable standing calf raise,케이블 스탠딩 칼프 라이즈,calves,종아리
shoulders,어깨,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/0225.gif,225,cable standing cross-over high reverse fly,케이블 스탠딩 크로스 오버 하이 리버스 플라이,delts,삼각근
waist,허리,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/0226.gif,226,cable standing crunch,케이블 스탠딩 크런치,abs,복근
waist,허리,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/0874.gif,874,cable standing crunch (with rope attachment),케이블 스탠딩 크런치 (위드 로프 어태치먼트),abs,복근
chest,가슴,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/0227.gif,227,cable standing fly,케이블 스탠딩 플라이,pectorals,가슴
upper legs,다리 상부,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/0228.gif,228,cable standing hip extension,케이블 스탠딩 히프 익스텐션,glutes,둔근
upper arms,팔 상부,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/0229.gif,229,cable standing inner curl,케이블 스탠딩 이너 컬,biceps,이두근
waist,허리,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/0230.gif,230,cable standing lift,케이블 스탠딩 리프트,abs,복근
upper arms,팔 상부,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/0231.gif,231,cable standing one arm triceps extension,케이블 스탠딩 원 암 트리셉스 익스텐션,triceps,삼두근
lower legs,다리 하부,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/1376.gif,1376,cable standing one leg calf raise,케이블 스탠딩 원 레그 칼프 라이즈,calves,종아리
upper arms,팔 상부,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/0232.gif,232,cable standing pulldown (with rope),케이블 스탠딩 풀다운 (위드 로프),biceps,이두근
shoulders,어깨,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/0233.gif,233,cable standing rear delt row (with rope),케이블 스탠딩 리어 델트 로 (위드 로프),delts,삼각근
upper arms,팔 상부,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/1727.gif,1727,cable standing reverse grip one arm overhead tricep extension,케이블 스탠딩 리버스 그립 원 암 오버헤드 트라이셉 익스텐션,triceps,삼두근
back,등,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/0234.gif,234,cable standing row (v-bar),케이블 스탠딩 로 (브이 바),upper back,등 상부
shoulders,어깨,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/0235.gif,235,cable standing shoulder external rotation,케이블 스탠딩 숄더 엑스터널 로테이션,delts,삼각근
back,등,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/0236.gif,236,cable standing twist row (v-bar),케이블 스탠딩 트위스트 로 (브이 바),upper back,등 상부
chest,가슴,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/1269.gif,1269,cable standing up straight crossovers,케이블 스탠딩 업 스트레이트 크로소버스,pectorals,가슴
back,등,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/0238.gif,238,cable straight arm pulldown,케이블 스트레이트 암 풀다운,lats,광배
back,등,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/0237.gif,237,cable straight arm pulldown (with rope),케이블 스트레이트 암 풀다운 (위드 로프),lats,광배
back,등,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/0239.gif,239,cable straight back seated row,케이블 스트레이트 백 시트 로,upper back,등 상부
shoulders,어깨,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/0240.gif,240,cable supine reverse fly,케이블 수핀 리버스 플라이,delts,삼각근
back,등,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/2464.gif,2464,cable thibaudeau kayak row,케이블 티보도 카약 로,lats,광배
upper arms,팔 상부,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/0241.gif,241,cable triceps pushdown (v-bar),케이블 트리셉스 푸시다운 (브이 바),triceps,삼두근
upper arms,팔 상부,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/2405.gif,2405,cable triceps pushdown (v-bar) (with arm blaster),케이블 트리셉스 푸시다운 (브이 바) (위드 암 블라스터),triceps,삼두근
waist,허리,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/0242.gif,242,cable tuck reverse crunch,케이블 턱 리버스 크런치,abs,복근
waist,허리,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/0243.gif,243,cable twist,케이블 트위스트,abs,복근
waist,허리,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/0862.gif,862,cable twist (up-down),케이블 트위스트 (업 다운),abs,복근
back,등,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/0244.gif,244,cable twisting pull,케이블 트위스팅 풀,lats,광배
upper arms,팔 상부,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/1645.gif,1645,cable two arm curl on incline bench,케이블 투 암 컬 온 인클라인 벤치,biceps,이두근
upper arms,팔 상부,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/1728.gif,1728,cable two arm tricep kickback,케이블 투 암 트라이셉 킥백,triceps,삼두근
back,등,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/0245.gif,245,cable underhand pulldown,케이블 언더핸드 풀다운,lats,광배
chest,가슴,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/1270.gif,1270,cable upper chest crossovers,케이블 어퍼 체스트 크로소버스,pectorals,가슴
back,등,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/1324.gif,1324,cable upper row,케이블 어퍼 로,upper back,등 상부
shoulders,어깨,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/0246.gif,246,cable upright row,케이블 업라이트 로,delts,삼각근
back,등,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/1325.gif,1325,cable wide grip rear pulldown behind neck,케이블 와이드 그립 리어 풀다운 비하인드 넥,lats,광배
lower arms,팔 하부,cable,케이블,http://d205bpvrqc9yn1.cloudfront.net/0247.gif,247,cable wrist curl,케이블 리스트 컬,forearms,팔뚝
lower legs,다리 하부,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/1407.gif,1407,calf push stretch with hands against wall,칼프 푸시 스트레치 위드 핸즈 어게인스트 월,calves,종아리
lower legs,다리 하부,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/1377.gif,1377,calf stretch with hands against wall,칼프 스트레치 위드 핸즈 어게인스트 월,calves,종아리
lower legs,다리 하부,rope,로프,http://d205bpvrqc9yn1.cloudfront.net/1378.gif,1378,calf stretch with rope,칼프 스트레치 위드 로프,calves,종아리
back,등,barbell,바벨,http://d205bpvrqc9yn1.cloudfront.net/0248.gif,248,cambered bar lying row,캠버러드 바 라잉 로,upper back,등 상부
waist,허리,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/2963.gif,2963,captains chair straight leg raise,캡틴스 체어 스트레이트 레그 라이즈,abs,복근
upper legs,다리 상부,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/1548.gif,1548,chair leg extended stretch,체어 레그 익스텐데드 스트레치,quads,대퇴사두근
chest,가슴,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/1271.gif,1271,chest and front of shoulder stretch,체스트 앤드 프런트 오브 숄더 스트레치,pectorals,가슴
chest,가슴,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/0251.gif,251,chest dip,체스트 디아프,pectorals,가슴
chest,가슴,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/1430.gif,1430,chest dip (on dip-pull-up cage),체스트 디아프 (온 디아프 풀 업 케이지),pectorals,가슴
chest,가슴,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/2462.gif,2462,chest dip on straight bar,체스트 디아프 온 스트레이트 바,pectorals,가슴
chest,가슴,stability ball,짐 볼,http://d205bpvrqc9yn1.cloudfront.net/1272.gif,1272,chest stretch with exercise ball,체스트 스트레치 위드 엑서사이즈 볼,pectorals,가슴
chest,가슴,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/3216.gif,3216,chest tap push-up (male),체스트 탭 푸시 업 (메일),pectorals,가슴
back,등,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/1326.gif,1326,chin-up,친 업,lats,광배
back,등,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/0253.gif,253,chin-ups (narrow parallel grip),친 업스 (내로 패럴렐 그립),upper back,등 상부
lower legs,다리 하부,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/0257.gif,257,circles knee stretch,서클레스 니키 스트레치,calves,종아리
chest,가슴,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/1273.gif,1273,clap push up,클랩 푸시 업,pectorals,가슴
chest,가슴,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/0258.gif,258,clock push-up,클록 푸시 업,pectorals,가슴
back,등,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/1327.gif,1327,close grip chin-up,클로스 그립 친 업,lats,광배
upper arms,팔 상부,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/0259.gif,259,close-grip push-up,클로스 그립 푸시 업,triceps,삼두근
upper arms,팔 상부,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/2398.gif,2398,close-grip push-up (on knees),클로스 그립 푸시 업 (온 니스),triceps,삼두근
waist,허리,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/0260.gif,260,cocoons,코쿤스,abs,복근
waist,허리,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/1468.gif,1468,crab twist toe touch,크랩 트위스트 토 터치,abs,복근
waist,허리,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/0262.gif,262,cross body crunch,크로스 바디 크런치,abs,복근
waist,허리,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/0267.gif,267,crunch (hands overhead),크런치 (핸즈 오버헤드),abs,복근
waist,허리,stability ball,짐 볼,http://d205bpvrqc9yn1.cloudfront.net/0271.gif,271,crunch (on stability ball),크런치 (온 스타빌리티 볼),abs,복근
waist,허리,stability ball,짐 볼,http://d205bpvrqc9yn1.cloudfront.net/0272.gif,272,"crunch (on stability ball, arms straight)","크런치 (온 스타빌리티 볼, 암스 스트레이트)",abs,복근
waist,허리,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/0274.gif,274,crunch floor,크런치 플로어,abs,복근
waist,허리,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/3016.gif,3016,curl-up,컬 업,abs,복근
upper legs,다리 상부,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/3769.gif,3769,curtsey squat,커트시 스쾃,glutes,둔근
cardio,유산소,leverage machine,레버리지 머신,http://d205bpvrqc9yn1.cloudfront.net/2331.gif,2331,cycle cross trainer,사이클 크로스 트레이너,cardiovascular system,심혈관계
waist,허리,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/0276.gif,276,dead bug,데드 버그,abs,복근
waist,허리,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/0277.gif,277,decline crunch,데클린 크런치,abs,복근
chest,가슴,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/0279.gif,279,decline push-up,데클린 푸시 업,pectorals,가슴
waist,허리,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/0282.gif,282,decline sit-up,데클린 시트 업,abs,복근
chest,가슴,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/1274.gif,1274,deep push up,디프 푸시 업,pectorals,가슴
upper arms,팔 상부,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/0283.gif,283,diamond push-up,다이아몬드 푸시 업,triceps,삼두근
